0.0396544	0.0510695
0.0644883	0.0613458
0.0846744	0.0651815
0.100989	0.0658765
0.114086	0.0648401
0.124476	0.0627704
0.132571	0.0601353
0.138704	0.0572507
0.143155	0.0543654
0.146159	0.0516708
0.147919	0.0493222
0.148613	0.0474347
0.148393	0.0460861
0.147393	0.0453109
0.145731	0.045103
0.14351	0.0454191
0.140823	0.0461899
0.137747	0.0473319
0.134355	0.0487587
0.130708	0.0503889
0.12686	0.0521509
0.122858	0.0539844
0.118744	0.0558407
0.114555	0.0576811
0.110321	0.0594757
0.10607	0.061202
0.101826	0.0628432
0.0976091	0.0643874
0.0934361	0.0658264
0.0893221	0.0671549
0.0852795	0.0683699
0.0813186	0.0694704
0.077448	0.0704566
0.0736747	0.07133
0.0700044	0.0720927
0.0664413	0.0727476
0.0629887	0.0732981
0.059649	0.0737478
0.0564236	0.0741006
0.0533132	0.0743606
0.0503182	0.0745319
0.047438	0.0746187
0.0446719	0.0746252
0.0420187	0.0745555
0.0394768	0.0744136
0.0370446	0.0742037
0.03472	0.0739294
0.0325009	0.0735947
0.0303852	0.073203
0.0283705	0.0727581
0.0264546	0.0722631
0.0246352	0.0717215
0.02291	0.0711362
0.021277	0.0705103
0.0197341	0.0698466
0.0182795	0.0691478
0.0169117	0.0684164
0.0156293	0.0676551
0.0144313	0.066866
0.013317	0.0660515
0.0122861	0.0652135
0.0113388	0.0643541
0.0104755	0.0634753
0.00969722	0.0625787
0.00900496	0.061666
0.00839988	0.0607389
0.00788279	0.0597988
0.0074538	0.0588472
0.00711178	0.0578854
0.00685396	0.0569146
0.00667567	0.0559361
0.0065704	0.0549509
0.00653007	0.0539601
0.00654567	0.0529647
0.00660786	0.0519656
0.00670763	0.0509637
0.00683666	0.0499598
0.00698762	0.0489546
0.00715428	0.0479489
0.00733143	0.0469434
0.00751484	0.0459386
0.00770115	0.0449352
0.00788767	0.0439338
0.00807234	0.0429349
0.00825358	0.0419389
0.00843019	0.0409463
0.0086013	0.0399576
0.00876629	0.0389732
0.00892474	0.0379935
0.00907638	0.0370189
0.00922108	0.0360497
0.00935879	0.0350862
0.00948957	0.0341289
0.0096135	0.033178
0.00973071	0.0322338
0.0098414	0.0312967
0.00994575	0.030367
0.010044	0.029445
0.0101363	0.028531
0.010223	0.0276254
