0.033916	0.0536092
0.0596081	0.0634542
0.0803671	0.0668205
0.0971352	0.0670582
0.110613	0.0655492
0.121336	0.0629724
0.129726	0.0597824
0.136125	0.0562774
0.140817	0.0527008
0.144042	0.049238
0.146006	0.0460545
0.146885	0.0432831
0.146836	0.0410378
0.145993	0.0393948
0.144474	0.0383947
0.142386	0.0380289
0.139819	0.0382489
0.136853	0.0389708
0.133561	0.0400966
0.130005	0.0415242
0.126238	0.0431612
0.122311	0.0449275
0.118263	0.0467587
0.114133	0.0486034
0.109952	0.0504229
0.105748	0.0521876
0.101544	0.0538762
0.0973615	0.0554732
0.0932182	0.0569682
0.0891288	0.058354
0.0851063	0.0596266
0.081161	0.0607842
0.0773019	0.0618264
0.0735362	0.0627543
0.0698695	0.06357
0.0663064	0.064276
0.0628503	0.0648758
0.0595035	0.0653728
0.0562677	0.065771
0.0531437	0.0660745
0.0501316	0.0662875
0.047231	0.0664141
0.0444412	0.0664586
0.0417608	0.0664252
0.0391882	0.066318
0.0367215	0.066141
0.0343586	0.0658982
0.0320972	0.0655934
0.0299347	0.0652301
0.0278685	0.0648121
0.0258959	0.0643427
0.0240141	0.0638253
0.0222203	0.0632629
0.0205117	0.0626586
0.0188855	0.0620152
0.0173389	0.0613355
0.0158693	0.0606222
0.0144739	0.0598776
0.0131503	0.0591043
0.0118961	0.0583043
0.0107091	0.0574798
0.00958744	0.0566329
0.00852948	0.0557654
0.00753413	0.0548792
0.00660098	0.0539759
0.00573063	0.0530572
0.00492527	0.0521246
0.00418963	0.0511795
0.00353255	0.0502232
0.00296934	0.049257
0.00252431	0.0482821
0.0022296	0.0472996
0.0021119	0.0463106
0.00216866	0.045316
0.00236218	0.0443168
0.00264286	0.0433138
0.00297063	0.0423079
0.00331937	0.0412998
0.00367345	0.0402902
0.00402379	0.0392798
0.00436512	0.0382691
0.00469447	0.0372589
0.0050102	0.0362495
0.00531153	0.0352415
0.00559817	0.0342354
0.00587018	0.0332316
0.0061278	0.0322305
0.00637143	0.0312325
0.00660154	0.030238
0.00681865	0.0292472
0.00702331	0.0282604
0.00721608	0.027278
0.0073975	0.0263002
0.00756814	0.0253273
0.00772854	0.0243595
0.00787921	0.0233969
0.00802068	0.02244
0.00815342	0.0214888
0.0082779	0.0205435
0.00839458	0.0196043
