0.067384	0.0600936
0.088077	0.0695737
0.105405	0.0744136
0.119523	0.0767148
0.130823	0.077566
0.139687	0.0776065
0.146451	0.0772544
0.151406	0.0767955
0.154801	0.0764252
0.156855	0.0762707
0.157756	0.0764054
0.157671	0.0768599
0.156746	0.0776328
0.155107	0.0786996
0.152869	0.0800214
0.150129	0.0815516
0.146975	0.0832417
0.143484	0.0850442
0.139722	0.086916
0.135749	0.0888185
0.131616	0.0907188
0.127368	0.0925896
0.123045	0.0944082
0.11868	0.0961569
0.114304	0.0978217
0.109943	0.099392
0.105618	0.10086
0.101348	0.102221
0.0971498	0.103471
0.093037	0.10461
0.0890212	0.105635
0.0851119	0.10655
0.0813172	0.107354
0.0776436	0.108051
0.0740963	0.108643
0.0706793	0.109135
0.0673957	0.109528
0.0642477	0.109828
0.0612367	0.110038
0.0583635	0.110163
0.0556283	0.110206
0.0530307	0.110171
0.0505701	0.110063
0.0482453	0.109886
0.0460546	0.109643
0.0439963	0.109339
0.0420682	0.108976
0.0402676	0.10856
0.0385919	0.108092
0.0370378	0.107578
0.0356021	0.107019
0.0342809	0.106419
0.0330702	0.105781
0.0319656	0.105108
0.0309626	0.104402
0.0300563	0.103666
0.0292414	0.102903
0.0285126	0.102114
0.0278645	0.101303
0.0272913	0.10047
0.0267876	0.099619
0.0263476	0.0987509
0.0259659	0.0978675
0.0256371	0.0969707
0.0253559	0.0960619
0.0251174	0.0951427
0.024917	0.0942145
0.0247502	0.0932787
0.0246131	0.0923364
0.0245018	0.0913889
0.0244129	0.0904373
0.0243434	0.0894826
0.0242905	0.0885258
0.0242516	0.0875679
0.0242245	0.0866096
0.0242073	0.0856518
0.0241982	0.0846952
0.0241956	0.0837406
0.0241983	0.0827886
0.0242051	0.0818398
0.024215	0.0808949
0.0242271	0.0799543
0.0242407	0.0790185
0.0242552	0.0780881
0.0242701	0.0771634
0.0242849	0.0762449
0.0242992	0.075333
0.0243128	0.074428
0.0243254	0.0735302
0.0243369	0.07264
0.024347	0.0717576
0.0243557	0.0708834
0.0243628	0.0700175
0.0243684	0.0691602
0.0243724	0.0683118
0.0243748	0.0674724
0.0243756	0.0666422
0.0243748	0.0658213
0.0243724	0.0650101
0.0243685	0.0642086
